time,timestamp_received,timestamp,trip,signal,isLive,Battery_voltage,0313,0314,Fuel_level,Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,Vehicle_Speed,Engine_speed,Target_air_fuel_ratio,033d,0345,0348,Current_gear_shift_position_(Current_gear),Cumulative_mileage,Clutch_torque,Trip_fuel_consumption,0409,040a,RON_factor,altitude,latitude,longitude,satelites,bearing,angular_speed,slope
213602,2024-08-19 20:05:02,2024-08-19 19:21:29,6,61,False,13.7,0,32,83.529,49,13.184,5.695,65,64,2120.75,14.5,738,3,8,5,9263.754,40.438,250677.266,1.189,19.062,0.741,1290,35.715416,51.274372,12,86.78,-0.008028515,-0.7909604519780189
214602,2024-08-19 20:05:02,2024-08-19 19:21:29,6,61,False,13.8,0,32,83.529,48,12.512,3.995,65,64,2124.0,14.5,735,3,8,5,9263.77,35.938,251802.797,1.098,19.25,0.741,1290,35.715416,51.274372,12,86.78,0.0,-0.7909604519780189
215602,2024-08-19 20:05:02,2024-08-19 19:21:29,6,61,False,13.8,0,32,81.176,44,12.225,3.992,65,65,2141.5,14.5,735,3,8,5,9263.789,33.0,252917.344,1.012,19.5,0.741,1290,35.715416,51.274372,12,86.78,0.0,-0.7909604519780189
216602,2024-08-19 19:21:35,2024-08-19 19:21:32,6,61,True,13.8,0,32,82.353,45,12.285,3.992,65,65,2150.0,14.5,735,3,8,5,9263.816,33.0,254066.781,1.074,19.5,0.741,1290,35.715446,51.274975,12,86.49,-0.005061455,-0.7909604519780189
217602,2024-08-19 19:21:35,2024-08-19 19:21:32,6,61,True,13.7,0,32,78.824,46,12.676,4.26,66,65,2155.25,14.5,732,3,8,5,9263.824,34.5,255034.547,1.139,19.375,0.741,1290,35.715446,51.274975,12,86.49,0.0,-0.7909604519780189
218602,2024-08-19 19:21:35,2024-08-19 19:21:32,6,61,True,13.8,0,32,89.804,48,13.656,6.165,66,65,2164.0,14.5,732,3,8,5,9263.84,41.125,256147.0,1.306,19.188,0.741,1290,35.715446,51.274975,12,86.49,0.0,-0.7909604519780189
219602,2024-08-19 19:21:38,2024-08-19 19:21:35,6,61,True,13.8,0,32,83.529,50,14.027,6.897,66,66,2178.75,14.5,732,3,8,5,9263.859,42.75,257446.422,1.319,19.062,0.741,1290,35.715473,51.275593,12,86.92,0.007504916,-0.7909604519780189
220602,2024-08-19 19:21:38,2024-08-19 19:21:35,6,61,True,13.8,0,32,82.353,51,14.152,6.897,66,67,2197.0,14.5,732,3,8,5,9263.879,42.875,258706.641,1.289,19.062,0.741,1290,35.715473,51.275593,12,86.92,0.0,-0.7909604519780189
221602,2024-08-19 19:21:38,2024-08-19 19:21:35,6,61,True,13.8,0,32,91.765,51,14.299,6.927,66,67,2213.0,14.5,732,3,8,5,9263.895,43.125,259985.359,1.319,19.125,0.741,1290,35.715473,51.275593,12,86.92,0.0,-0.7909604519780189
222602,2024-08-19 19:21:41,2024-08-19 19:21:38,6,74,True,13.7,1,32,82.353,52,15.795,6.87,66,67,2231.5,14.5,732,3,8,5,9263.914,39.812,261363.375,1.489,18.938,0.741,1289,35.715508,51.27623,12,86.13,-0.013788101,-0.7909604519780189
223602,2024-08-19 19:21:41,2024-08-19 19:21:38,6,74,True,13.0,1,32,91.765,56,16.043,6.87,66,68,2240.0,14.5,729,3,8,5,9263.934,40.75,262775.688,1.415,18.75,0.741,1289,35.715508,51.27623,12,86.13,0.0,-0.7909604519780189
224602,2024-08-19 19:21:41,2024-08-19 19:21:38,6,74,True,13.2,1,32,83.529,56,16.141,7.434,66,68,2252.75,14.5,729,3,8,5,9263.953,42.125,264225.188,1.444,18.812,0.741,1289,35.715508,51.27623,12,86.13,0.0,-0.7909604519780189
225602,2024-08-19 19:21:43,2024-08-19 19:21:41,6,74,True,13.2,1,32,82.353,52,14.836,5.591,66,69,2273.0,14.5,729,3,8,5,9263.973,34.625,265750.812,1.287,19.062,0.741,1289,35.715534,51.276863,12,87.1,0.016929694,-0.7909604519780189
226602,2024-08-19 19:21:43,2024-08-19 19:21:41,6,74,True,13.2,1,32,87.451,48,13.646,4.102,66,69,2272.0,14.5,729,3,8,5,9263.988,28.625,266906.562,1.187,19.375,0.741,1289,35.715534,51.276863,12,87.1,0.0,-0.7909604519780189
227602,2024-08-19 19:21:43,2024-08-19 19:21:41,6,74,True,13.2,1,32,85.49,40,11.133,0.0,66,69,2274.0,14.5,729,3,24,5,9264.008,-22.062,268083.25,0.217,20.062,0.741,1289,35.715534,51.276863,12,87.1,0.0,-0.7909604519780189
228602,2024-08-19 19:21:52,2024-08-19 19:21:44,6,74,True,13.1,1,32,96.863,31,11.266,2.57,67,67,2235.75,14.5,726,3,24,5,9264.027,12.062,268312.438,1.337,20.5,0.741,1289,35.715569,51.277489,12,86.06,-0.018151424,-0.7909604519780189
229602,2024-08-19 19:21:52,2024-08-19 19:21:44,6,74,True,13.1,1,32,87.451,44,12.68,2.57,67,67,2221.0,12.3,726,3,8,5,9264.047,22.188,269373.062,1.127,19.625,0.741,1289,35.715569,51.277489,12,86.06,0.0,-0.7909604519780189
230602,2024-08-19 19:21:52,2024-08-19 19:21:44,6,74,True,13.1,1,32,83.529,44,12.568,3.519,67,67,2223.75,14.5,726,3,8,5,9264.066,22.875,270506.844,1.184,19.625,0.741,1289,35.715569,51.277489,12,86.06,0.0,-0.7909604519780189
231602,2024-08-19 20:05:03,2024-08-19 19:21:47,6,74,False,13.1,1,32,89.804,56,16.252,8.707,67,67,2234.75,14.5,726,3,8,5,9264.086,44.438,271944.281,1.582,18.688,0.741,1288,35.715591,51.278126,12,87.56,0.026179939,-0.7909604519780189
232602,2024-08-19 20:05:03,2024-08-19 19:21:47,6,74,False,13.2,1,32,87.451,59,17.0,8.731,67,68,2248.75,14.5,726,3,8,5,9264.102,46.188,273425.094,1.598,18.5,0.741,1288,35.715591,51.278126,12,87.56,0.0,-0.7909604519780189
233602,2024-08-19 20:05:03,2024-08-19 19:21:47,6,74,False,13.1,1,32,91.765,58,16.613,8.252,67,69,2274.75,14.5,723,3,8,5,9264.121,44.312,275005.0,1.523,18.625,0.741,1288,35.715591,51.278126,12,87.56,0.0,-0.7909604519780189
234602,2024-08-19 20:05:05,2024-08-19 19:21:50,6,74,False,13.2,1,32,89.804,58,16.67,7.849,67,69,2301.25,14.5,723,3,8,5,9264.141,43.438,276648.312,1.498,18.688,0.741,1287,35.715626,51.278767,12,86.15,-0.024609142,-0.7909604519780189
235602,2024-08-19 20:05:05,2024-08-19 19:21:50,6,74,False,13.7,0,32,83.529,47,12.041,3.046,67,70,2192.0,14.5,723,3,8,6,9264.16,27.062,277934.062,0.975,19.062,0.741,1287,35.715626,51.278767,12,86.15,0.0,-0.7909604519780189
236602,2024-08-19 20:05:05,2024-08-19 19:21:50,6,74,False,13.6,0,32,91.765,45,10.9,1.572,67,70,1837.25,14.5,723,3,8,6,9264.18,22.125,278879.312,0.904,18.625,0.741,1287,35.715626,51.278767,12,86.15,0.0,-0.7909604519780189
237602,2024-08-19 19:21:55,2024-08-19 19:21:53,6,67,True,13.7,0,32,80.0,47,10.918,1.572,67,71,1846.0,14.5,720,3,8,6,9264.207,24.875,279897.531,0.912,18.562,0.741,1287,35.715652,51.279427,12,87.22,0.018675023,-0.7909604519780189
238602,2024-08-19 19:21:55,2024-08-19 19:21:53,6,67,True,13.6,0,32,87.451,41,9.74,1.572,67,71,1851.0,14.5,720,3,8,6,9264.219,25.688,280638.219,0.803,19.062,0.741,1287,35.715652,51.279427,12,87.22,0.0,-0.7909604519780189
239602,2024-08-19 19:21:55,2024-08-19 19:21:53,6,67,True,13.7,0,32,81.961,42,9.918,1.572,67,71,1854.0,14.5,720,3,8,6,9264.238,26.562,281428.812,0.806,18.938,0.741,1287,35.715652,51.279427,12,87.22,0.0,-0.7909604519780189
240602,2024-08-19 19:21:58,2024-08-19 19:21:56,6,67,True,13.7,0,32,85.49,37,7.951,0.0,68,71,1863.5,14.5,717,3,8,6,9264.258,12.062,282221.5,0.445,19.5,0.741,1286,35.715683,51.280087,12,86.69,-0.009250245,-0.7909604519780189
241602,2024-08-19 19:21:58,2024-08-19 19:21:56,6,67,True,13.7,0,32,85.49,41,10.021,0.0,68,71,1845.25,14.5,717,3,24,6,9264.277,-26.25,282487.25,0.0,19.125,0.741,1286,35.715683,51.280087,12,86.69,0.0,-0.7909604519780189
242602,2024-08-19 19:21:58,2024-08-19 19:21:56,6,67,True,13.7,0,32,89.804,42,10.365,0.0,68,70,1864.0,14.5,717,3,8,6,9264.297,20.188,282704.312,0.98,18.938,0.741,1286,35.715683,51.280087,12,86.69,0.0,-0.7909604519780189
243602,2024-08-19 19:22:02,2024-08-19 19:21:59,6,67,True,13.7,0,32,89.02,42,10.023,0.0,68,70,1807.0,13.2,714,3,24,6,9264.316,-26.0,283251.938,0.0,18.938,0.741,1285,35.715714,51.28072,12,86.55,-0.002443461,-0.7909604519780189
244602,2024-08-19 19:22:02,2024-08-19 19:21:59,6,67,True,13.8,0,32,94.118,42,10.01,0.0,68,69,1788.75,14.5,714,3,24,6,9264.336,-25.938,283251.938,0.0,18.938,0.741,1285,35.715714,51.28072,12,86.55,0.0,-0.7909604519780189
245602,2024-08-19 19:22:02,2024-08-19 19:21:59,6,67,True,13.8,0,32,89.412,42,9.863,0.0,68,68,1768.0,14.5,714,3,24,6,9264.355,-25.875,283251.938,0.0,18.875,0.741,1285,35.715714,51.28072,12,86.55,0.0,-0.7909604519780189
246602,2024-08-19 20:05:12,2024-08-19 19:22:02,6,67,False,13.8,0,32,89.412,42,9.643,0.424,68,67,1741.25,14.5,711,3,24,6,9264.371,25.0,283251.938,1.202,18.75,0.741,1284,35.715744,51.281349,12,86.64,0.001570796,-0.7909604519780189
247602,2024-08-19 20:05:12,2024-08-19 19:22:02,6,67,False,13.7,0,32,82.353,50,11.559,3.326,68,67,1741.0,12.8,711,3,8,6,9264.391,38.25,284017.062,1.155,18.0,0.741,1284,35.715744,51.281349,12,86.64,0.0,-0.7909604519780189
248602,2024-08-19 20:05:12,2024-08-19 19:22:02,6,67,False,13.7,0,32,91.765,48,10.83,2.49,68,67,1754.0,14.5,711,3,8,6,9264.41,32.562,285038.625,0.923,18.312,0.741,1284,35.715744,51.281349,12,86.64,0.0,-0.7909604519780189
249602,2024-08-19 20:05:07,2024-08-19 19:22:05,6,67,False,13.8,0,32,83.529,47,10.797,2.49,68,68,1762.75,14.5,708,3,8,6,9264.43,33.188,286034.562,1.0,18.25,0.741,1284,35.715778,51.281982,12,86.21,-0.007504916,-0.7909604519780189
250602,2024-08-19 20:05:07,2024-08-19 19:22:05,6,67,False,13.7,0,32,83.529,55,12.713,4.883,68,68,1779.5,14.5,708,3,8,6,9264.445,43.812,287105.781,1.26,17.688,0.741,1284,35.715778,51.281982,12,86.21,0.0,-0.7909604519780189
251602,2024-08-19 20:05:07,2024-08-19 19:22:05,6,67,False,13.7,0,32,83.529,47,10.711,2.56,68,69,1790.25,14.5,708,3,8,6,9264.465,32.438,288292.875,0.956,18.375,0.741,1284,35.715778,51.281982,12,86.21,0.0,-0.7909604519780189
252602,2024-08-19 20:05:08,2024-08-19 19:22:08,6,67,False,13.8,0,32,96.471,47,10.939,2.56,68,69,1804.5,14.5,705,3,8,6,9264.496,33.0,289362.188,0.92,18.438,0.741,1283,35.715805,51.282627,12,87.05,0.014660766,-0.7909604519780189
253602,2024-08-19 20:05:08,2024-08-19 19:22:08,6,67,False,13.7,0,32,89.412,47,11.062,2.78,68,69,1811.25,14.5,705,3,8,6,9264.504,34.062,290179.219,0.884,18.438,0.741,1283,35.715805,51.282627,12,87.05,0.0,-0.7909604519780189
254602,2024-08-19 20:05:08,2024-08-19 19:22:08,6,67,False,13.8,1,32,87.451,51,12.666,2.93,68,70,1822.0,14.5,705,3,8,6,9264.523,32.688,291090.906,1.086,18.0,0.741,1283,35.715805,51.282627,12,87.05,0.0,-0.7909604519780189
255602,2024-08-19 20:05:10,2024-08-19 19:22:11,6,67,False,13.0,1,32,89.804,61,15.188,5.942,68,70,1829.0,14.5,705,3,8,6,9264.543,45.0,292348.0,1.346,17.188,0.741,1282,35.715828,51.283276,12,87.5,0.007853982,-0.7909604519780189
256602,2024-08-19 20:05:10,2024-08-19 19:22:11,6,67,False,13.2,1,32,87.451,60,14.41,5.942,69,70,1837.25,14.5,705,3,8,6,9264.562,43.0,293515.094,1.2,17.438,0.741,1282,35.715828,51.283276,12,87.5,0.0,-0.7909604519780189
257602,2024-08-19 20:05:10,2024-08-19 19:22:11,6,67,False,13.2,1,32,87.451,56,13.289,4.535,69,71,1846.25,14.5,702,3,8,6,9264.582,37.5,294737.062,1.047,17.688,0.741,1282,35.715828,51.283276,12,87.5,0.0,-0.7909604519780189
258602,2024-08-19 19:22:24,2024-08-19 19:22:14,6,67,True,13.3,1,32,82.353,54,12.768,3.775,69,71,1858.75,14.5,702,3,8,6,9264.609,33.812,295929.125,1.082,17.938,0.741,1281,35.715858,51.283936,12,86.8,-0.012217305,-0.7909604519780189
259602,2024-08-19 19:22:24,2024-08-19 19:22:14,6,67,True,13.2,1,32,94.118,50,11.857,2.576,69,71,1856.25,14.5,702,3,8,6,9264.621,28.75,296818.812,0.957,18.125,0.741,1281,35.715858,51.283936,12,86.8,0.0,-0.7909604519780189
260602,2024-08-19 19:22:24,2024-08-19 19:22:14,6,67,True,13.2,1,32,91.765,50,11.572,2.393,69,71,1858.5,14.5,702,3,8,6,9264.641,27.062,297790.062,0.954,18.312,0.741,1281,35.715858,51.283936,12,86.8,0.0,-0.7909604519780189
261602,2024-08-19 20:05:13,2024-08-19 19:22:17,6,-1,False,13.2,1,32,85.49,47,10.381,0.87,69,71,1848.0,14.5,702,3,8,6,9264.66,19.875,298748.688,0.794,18.688,0.741,1281,35.715881,51.284595,12,87.54,0.012915436,-0.7909604519780189
262602,2024-08-19 20:05:13,2024-08-19 19:22:17,6,-1,False,13.2,1,32,83.529,54,13.152,4.376,69,71,1852.0,14.5,702,3,8,6,9264.68,35.75,299535.938,1.144,17.812,0.741,1281,35.715881,51.284595,12,87.54,0.0,-0.7909604519780189
263602,2024-08-19 20:05:13,2024-08-19 19:22:17,6,-1,False,13.2,1,32,89.02,54,12.59,3.525,69,71,1853.5,14.5,699,3,8,6,9264.699,33.875,300669.75,1.041,17.875,0.741,1281,35.715881,51.284595,12,87.54,0.0,-0.7909604519780189
264602,2024-08-19 20:05:15,2024-08-19 19:22:20,6,51,False,13.2,1,32,85.49,43,10.451,0.0,69,71,1827.75,14.5,699,3,24,6,9264.719,-37.188,301707.188,0.0,18.812,0.741,1280,35.715908,51.285236,12,87.03,-0.008901179,-0.7909604519780189
265602,2024-08-19 20:05:15,2024-08-19 19:22:20,6,51,False,13.2,1,32,94.118,45,10.895,0.0,69,69,1808.75,14.5,699,3,24,6,9264.738,-37.062,301762.0,0.0,18.562,0.741,1280,35.715908,51.285236,12,87.03,0.0,-0.7909604519780189
266602,2024-08-19 20:05:15,2024-08-19 19:22:20,6,51,False,13.2,0,32,89.804,46,9.492,0.0,69,68,1774.25,14.5,699,3,24,6,9264.758,-27.125,301762.0,0.0,18.812,0.741,1280,35.715908,51.285236,12,87.03,0.0,-0.7909604519780189
267602,2024-08-19 19:22:25,2024-08-19 19:22:23,6,51,True,13.8,0,32,87.451,42,9.688,0.0,69,67,1738.75,14.5,696,3,24,6,9264.777,-25.812,301762.0,0.0,18.75,0.741,1279,35.715939,51.285847,12,86.42,-0.010646508,-0.7909604519780189
268602,2024-08-19 19:22:25,2024-08-19 19:22:23,6,51,True,13.8,0,32,87.451,42,9.639,0.0,69,66,1714.5,14.5,696,3,24,6,9264.793,-25.75,301762.0,0.0,18.75,0.741,1279,35.715939,51.285847,12,86.42,0.0,-0.7909604519780189
269602,2024-08-19 19:22:25,2024-08-19 19:22:23,6,51,True,13.8,0,32,94.118,38,9.416,1.147,69,65,1645.5,14.5,696,3,8,6,9264.812,23.438,301917.344,0.98,19.062,0.741,1279,35.715939,51.285847,12,86.42,0.0,-0.7909604519780189
270602,2024-08-19 19:22:29,2024-08-19 19:22:26,6,51,True,13.8,0,32,80.0,33,7.205,0.247,69,65,1683.75,13.2,693,3,8,6,9264.832,10.688,302856.781,0.552,19.688,0.741,1279,35.715965,51.286442,12,86.92,0.008726646,-0.7909604519780189
271602,2024-08-19 19:22:29,2024-08-19 19:22:26,6,51,True,13.8,0,32,96.471,38,9.549,0.0,69,64,1652.25,14.5,693,3,24,6,9264.848,-26.062,303304.188,0.0,19.0,0.741,1279,35.715965,51.286442,12,86.92,0.0,-0.7909604519780189
272602,2024-08-19 19:22:29,2024-08-19 19:22:26,6,51,True,13.8,0,32,83.529,46,8.889,0.0,70,64,1661.0,14.5,693,3,8,6,9264.867,20.688,303720.125,0.888,18.562,0.741,1279,35.715965,51.286442,12,86.92,0.0,-0.7909604519780189
273602,2024-08-19 19:22:31,2024-08-19 19:22:29,6,90,True,13.8,0,32,91.765,42,9.43,0.073,70,63,1643.75,13.7,690,3,24,6,9264.883,-25.75,304320.719,0.0,18.625,0.741,1277,35.715988,51.287003,12,87.11,0.003316126,-0.7909604519780189
274602,2024-08-19 19:22:31,2024-08-19 19:22:29,6,90,True,13.7,0,32,93.725,38,8.117,1.517,70,62,1680.75,14.5,690,3,8,6,9264.902,24.062,304320.719,0.96,18.938,0.741,1277,35.715988,51.287003,12,87.11,0.0,-0.7909604519780189
275602,2024-08-19 19:22:31,2024-08-19 19:22:29,6,90,True,13.8,0,32,83.529,43,8.062,0.0,69,62,1605.75,13.2,690,3,8,6,9264.918,14.25,305329.0,0.631,18.75,0.741,1277,35.715988,51.287003,12,87.11,0.0,-0.7909604519780189
276602,2024-08-19 19:22:35,2024-08-19 19:22:32,6,90,True,13.8,0,32,83.529,47,10.549,2.594,70,61,1644.5,14.5,687,3,8,6,9264.934,36.062,305955.781,1.007,18.0,0.741,1278,35.716019,51.287582,12,86.23,-0.015358897,-0.7909604519780189
277602,2024-08-19 19:22:35,2024-08-19 19:22:32,6,90,True,13.7,0,32,87.843,46,9.975,1.181,70,61,1600.25,14.1,687,3,8,6,9264.953,32.125,306860.844,0.807,18.188,0.741,1278,35.716019,51.287582,12,86.23,0.0,-0.7909604519780189
278602,2024-08-19 19:22:35,2024-08-19 19:22:32,6,90,True,13.8,0,32,83.529,40,9.619,0.0,70,61,1592.75,14.5,687,3,8,6,9264.969,26.312,307421.812,0.966,18.5,0.741,1278,35.716019,51.287582,12,86.23,0.0,-0.7909604519780189
279602,2024-08-19 19:22:37,2024-08-19 19:22:35,6,96,True,13.8,0,32,91.765,39,9.902,0.0,70,60,1971.25,11.5,687,3,24,5,9264.984,-26.5,307922.719,0.0,19.438,0.741,1278,35.716049,51.288128,12,86.13,-0.001745329,-0.7909604519780189
280602,2024-08-19 19:22:37,2024-08-19 19:22:35,6,96,True,13.7,0,32,91.765,43,11.146,4.449,70,59,1897.75,14.5,684,3,8,5,9265.004,31.562,308088.75,1.355,19.125,0.741,1278,35.716049,51.288128,12,86.13,0.0,-0.7909604519780189
281602,2024-08-19 19:22:37,2024-08-19 19:22:35,6,96,True,13.7,0,32,98.824,45,12.744,4.449,70,59,2164.25,12.4,684,3,8,5,9265.02,34.688,309306.094,1.13,19.25,0.741,1278,35.716049,51.288128,12,86.13,0.0,-0.7909604519780189
282602,2024-08-19 19:22:41,2024-08-19 19:22:38,6,96,True,13.8,0,32,89.412,37,8.643,0.436,70,59,2149.0,14.5,684,3,8,5,9265.035,13.812,310501.375,0.713,20.0,0.741,1278,35.716084,51.288673,12,85.48,-0.01134464,-0.7909604519780189
283602,2024-08-19 19:22:41,2024-08-19 19:22:38,6,96,True,13.8,0,32,89.412,35,8.07,0.0,70,59,1791.75,14.5,684,3,24,5,9265.051,4.375,311023.844,0.908,19.75,0.741,1278,35.716084,51.288673,12,85.48,0.0,-0.7909604519780189
284602,2024-08-19 19:22:41,2024-08-19 19:22:38,6,96,True,13.8,0,32,83.529,42,11.852,3.421,70,59,2106.25,11.7,684,3,8,5,9265.066,29.375,311758.312,1.034,19.5,0.741,1278,35.716084,51.288673,12,85.48,0.0,-0.7909604519780189
285602,2024-08-19 19:22:43,2024-08-19 19:22:41,6,96,True,13.8,0,32,82.353,58,17.4,10.492,70,59,2241.75,14.5,684,3,8,5,9265.082,55.75,312934.5,1.854,18.375,0.741,1278,35.716122,51.289227,12,85.17,-0.005410521,-0.7909604519780189
286602,2024-08-19 19:22:43,2024-08-19 19:22:41,6,96,True,13.3,1,32,83.529,64,19.115,10.492,70,60,2246.25,14.5,684,3,8,5,9265.102,54.188,314693.812,1.918,17.938,0.741,1278,35.716122,51.289227,12,85.17,0.0,-0.7909604519780189
287602,2024-08-19 19:22:43,2024-08-19 19:22:41,6,96,True,13.2,1,32,81.176,52,12.855,3.467,70,61,1996.75,14.5,687,3,8,5,9265.117,31.438,316430.531,0.975,18.438,0.741,1278,35.716122,51.289227,12,85.17,0.0,-0.7909604519780189
288602,2024-08-19 19:22:47,2024-08-19 19:22:44,6,96,True,13.3,1,32,83.529,40,10.414,0.0,70,60,2088.0,14.5,684,3,24,5,9265.133,-28.062,317476.688,0.192,19.312,0.741,1277,35.716152,51.289787,12,86.22,0.018325957,-0.7909604519780189
289602,2024-08-19 19:22:47,2024-08-19 19:22:44,6,96,True,13.2,1,32,91.765,41,9.918,0.0,70,60,1974.0,14.2,684,3,24,5,9265.148,0.562,318069.312,0.753,19.125,0.741,1277,35.716152,51.289787,12,86.22,0.0,-0.7909604519780189
290602,2024-08-19 19:22:47,2024-08-19 19:22:44,6,96,True,13.1,97,32,82.353,44,11.412,0.0,70,58,1937.0,14.5,684,3,24,5,9265.168,-26.812,318803.406,0.242,18.875,0.741,1277,35.716152,51.289787,12,86.22,0.0,-0.7909604519780189
291602,2024-08-19 19:22:49,2024-08-19 19:22:47,6,77,True,13.2,1,32,96.471,47,11.639,0.0,70,56,1862.75,14.5,684,3,24,5,9265.184,-36.625,318928.875,0.0,18.5,0.741,1277,35.716171,51.290298,12,87.38,0.020245819,-0.7909604519780189
292602,2024-08-19 19:22:49,2024-08-19 19:22:47,6,77,True,13.2,1,32,98.824,46,11.328,0.0,70,55,1810.75,14.5,684,3,24,5,9265.199,-36.875,318928.875,0.0,18.5,0.741,1277,35.716171,51.290298,12,87.38,0.0,-0.7909604519780189
293602,2024-08-19 19:22:49,2024-08-19 19:22:47,6,77,True,13.2,1,32,87.451,48,11.346,0.0,70,53,1756.5,14.5,684,3,24,5,9265.215,-36.938,318928.875,0.0,18.312,0.741,1277,35.716171,51.290298,12,87.38,0.0,-0.7909604519780189
294602,2024-08-19 19:22:54,2024-08-19 19:22:50,6,77,True,13.3,1,32,94.118,47,10.943,0.0,70,52,1703.25,14.5,681,3,24,5,9265.227,-37.25,318928.875,0.0,18.188,0.741,1277,35.71619,51.290764,12,87.13,-0.004363323,-0.7909604519780189
295602,2024-08-19 19:22:54,2024-08-19 19:22:50,6,77,True,13.2,1,32,91.765,47,10.596,0.0,70,50,1651.5,14.5,681,3,24,5,9265.242,-37.375,318928.875,0.0,18.125,0.741,1277,35.71619,51.290764,12,87.13,0.0,-0.7909604519780189
296602,2024-08-19 19:22:54,2024-08-19 19:22:50,6,77,True,13.2,1,32,89.804,48,10.512,0.0,70,48,1594.25,14.5,681,3,24,5,9265.254,-37.562,318928.875,0.0,17.938,0.741,1277,35.71619,51.290764,12,87.13,0.0,-0.7909604519780189
297602,2024-08-19 19:22:56,2024-08-19 19:22:53,6,77,True,13.8,0,32,96.471,46,10.699,1.37,70,47,1788.25,14.5,681,3,8,5,9265.27,20.375,319460.156,1.057,18.875,0.741,1276,35.716213,51.291203,12,86.31,-0.0143117,-0.7909604519780189
