Speed,Actual,Predicted_sum,Predicted,rate,MAE,MSE,MAPE,"c_FC_Dil_vec
[liter]",Ac,Acc
32.046875,276081.8438,240620.67,608.50726,1062.7032,260.2361751,127588.6507,36.91109304,0.000622665,622.6651875,232880.1537
32.265625,276577.875,241223.7,603.0359,496.0312,260.2361751,127588.6507,36.91109304,0.00062268,622.6803417,233502.8341
32.5,277558.8906,241787.2,563.4988,981.0156,260.2361751,127588.6507,36.91109304,0.000623616,623.6157118,234126.4498
32.5,278038.5156,242338.4,551.2089,479.625,260.2361751,127588.6507,36.91109304,0.000629391,629.3908896,234755.8407
32.5078125,279009.3125,242880.02,541.6078,970.7969,260.2361751,127588.6507,36.91109304,0.000631893,631.8928949,235387.7336
32.4296875,279498.1563,243427.88,547.85425,488.8438,260.2361751,127588.6507,36.91109304,0.000634207,634.2071198,236021.9407
32.453125,280472.4531,243962.34,534.4617,974.2968,260.2361751,127588.6507,36.91109304,0.000635784,635.7841427,236657.7248
32.3515625,280974.4844,244496.14,533.80396,502.0313,260.2361751,127588.6507,36.91109304,0.000631214,631.2140661,237288.9389
32.28125,281964.5625,245036.11,539.9736,990.0781,260.2361751,127588.6507,36.91109304,0.000637813,637.8130653,237926.752
32.2734375,282428.3906,245566.14,530.0328,463.8281,260.2361751,127588.6507,36.91109304,0.00063237,632.370155,238559.1221
32.234375,282907.8281,246072.14,506.00525,479.4375,260.2361751,127588.6507,36.91109304,0.00063149,631.4901026,239190.6122
32,283852.4531,246596.61,524.46106,944.625,260.2361751,127588.6507,36.91109304,0.000630097,630.0974102,239820.7096
32,284315.6875,247121.61,525.003,463.2344,260.2361751,127588.6507,36.91109304,0.000598558,598.5576944,240419.2673
31.90625,285299.375,247666.66,545.0472,983.6875,260.2361751,127588.6507,36.91109304,0.000594266,594.2655597,241013.5329
32,285796.625,248217.23,550.5757,497.25,260.2361751,127588.6507,36.91109304,0.000587139,587.1389962,241600.6719
32.0703125,286776,248767.52,550.2812,979.375,260.2361751,127588.6507,36.91109304,0.000583953,583.9529102,242184.6248
32.0703125,287249.8438,249334.38,566.85767,473.8438,260.2361751,127588.6507,36.91109304,0.000584276,584.2764701,242768.9013
32.125,288253.3906,249884.31,549.9413,1003.5468,260.2361751,127588.6507,36.91109304,0.00057484,574.84048,243343.7417
32.171875,288690.7656,250307.53,423.21252,437.375,260.2361751,127588.6507,36.91109304,0.000520336,520.3364445,243864.0782
31.5,288934.2344,250621.31,313.7789,243.4688,260.2361751,127588.6507,36.91109304,0.000435954,435.9535351,244300.0317
28.859375,288934.2344,250898.94,277.61795,0,260.2361751,127588.6507,36.91109304,0.000344842,344.842035,244644.8738
25.953125,288934.2344,251157.58,258.64337,0,260.2361751,127588.6507,36.91109304,0.000337131,337.1305202,244982.0043
22.3515625,288934.2344,251404.12,246.5514,0,260.2361751,127588.6507,36.91109304,0.000337052,337.0523797,245319.0567
19.3203125,289105.9531,251652.42,248.29443,171.7187,260.2361751,127588.6507,36.91109304,0.00031774,317.7399588,245636.7966
17.125,289389.3125,251907.92,255.50471,283.3594,260.2361751,127588.6507,36.91109304,0.000258491,258.4910057,245895.2876
15.625,289652.8438,252153.05,245.13275,263.5313,260.2361751,127588.6507,36.91109304,0.000170977,170.977338,246066.265
13.2734375,290129.4844,252391.19,238.13985,476.6406,260.2361751,127588.6507,36.91109304,0.0001366,136.5999864,246202.865
8.9765625,290358.2188,252623,231.80501,228.7344,260.2361751,127588.6507,36.91109304,0.000143053,143.0528922,246345.9178
4.453125,290807.1719,252847.67,224.66573,448.9531,260.2361751,127588.6507,36.91109304,0.000169855,169.8549919,246515.7728
1.3203125,291006.0469,253091.84,244.1675,198.875,260.2361751,127588.6507,36.91109304,0.000189959,189.9592861,246705.7321
0.125,291194.9219,253360.61,268.76965,188.875,260.2361751,127588.6507,36.91109304,0.00016872,168.7199269,246874.452
0,291576.6094,253631.36,270.75027,381.6875,260.2361751,127588.6507,36.91109304,0.000180847,180.8474947,247055.2995
0,291771.25,253896.88,265.51913,194.6406,260.2361751,127588.6507,36.91109304,0.000196913,196.9134994,247252.213
0,292158.6563,254158.75,261.8761,387.4063,260.2361751,127588.6507,36.91109304,0.000198388,198.3876472,247450.6007
0,292355.9844,254418.28,259.52637,197.3281,260.2361751,127588.6507,36.91109304,0.000204313,204.3128969,247654.9136
0,292739.7813,254676.03,257.74643,383.7969,260.2361751,127588.6507,36.91109304,0.000205459,205.4594863,247860.3731
0,292938.875,254932.3,256.2613,199.0937,260.2361751,127588.6507,36.91109304,0.000205994,205.9939746,248066.367
0,293310.8438,255187.28,254.99113,371.9688,260.2361751,127588.6507,36.91109304,0.000211516,211.5162805,248277.8833
0,293512.0625,255441.17,253.89275,201.2187,260.2361751,127588.6507,36.91109304,0.000213276,213.2757846,248491.1591
0,293723.0313,255694.2,253.03038,210.9688,260.2361751,127588.6507,36.91109304,0.000215264,215.2638188,248706.4229
0,294124.9375,255946.64,252.44444,401.9062,260.2361751,127588.6507,36.91109304,0.000216649,216.6493086,248923.0722
0,294374.6563,256198.83,252.19016,249.7188,260.2361751,127588.6507,36.91109304,0.00021599,215.9895719,249139.0618
0,294857.7188,256451.17,252.34888,483.0625,260.2361751,127588.6507,36.91109304,0.000218255,218.2550084,249357.3168
0,295104.6563,256704.25,253.07343,246.9375,260.2361751,127588.6507,36.91109304,0.000218506,218.5058281,249575.8226
0,295567.3281,256958.8,254.542,462.6718,260.2361751,127588.6507,36.91109304,0.00021123,211.2295174,249787.0522
0,295811.0313,257215.69,256.8939,243.7032,260.2361751,127588.6507,36.91109304,0.000212841,212.8408015,249999.893
0,296282.4688,257476.1,260.41028,471.4375,260.2361751,127588.6507,36.91109304,0.000210172,210.1723052,250210.0653
0,296518.9688,257741.56,265.47092,236.5,260.2361751,127588.6507,36.91109304,0.000215559,215.5591877,250425.6245
0,296992.7656,258015.03,273.47293,473.7968,260.2361751,127588.6507,36.91109304,0.000217615,217.6150972,250643.2396
0,297225.1719,258304.17,289.13873,232.4063,260.2361751,127588.6507,36.91109304,0.000215193,215.193194,250858.4328
0,297863.5781,258629.92,325.74408,638.4062,260.2361751,127588.6507,36.91109304,0.00029065,290.6502921,251149.083
0,298215.9219,259079.53,449.60742,352.3438,260.2361751,127588.6507,36.91109304,0.000393704,393.7040341,251542.7871
2.8046875,298929.3125,259614.78,535.25555,713.3906,260.2361751,127588.6507,36.91109304,0.000480995,480.9945997,252023.7817
5.578125,299430.8125,260401.9,787.12524,501.5,260.2361751,127588.6507,36.91109304,0.000685074,685.0742004,252708.8559
10.4609375,299890.75,261059.5,657.5957,459.9375,260.2361751,127588.6507,36.91109304,0.000750887,750.8869283,253459.7428
12.734375,300887.1875,261654.27,594.7706,996.4375,260.2361751,127588.6507,36.91109304,0.000522096,522.0958319,253981.8386
14.9375,301338.7813,262099.1,444.82938,451.5938,260.2361751,127588.6507,36.91109304,0.000448793,448.7931211,254430.6318
14.9453125,302011.6875,262616.97,517.87885,672.9062,260.2361751,127588.6507,36.91109304,0.000574554,574.5536758,255005.1854
16.1015625,302540.2656,263247.28,630.29736,528.5781,260.2361751,127588.6507,36.91109304,0.000683584,683.5835949,255688.769
18.078125,303561,263952.84,705.5761,1020.7344,260.2361751,127588.6507,36.91109304,0.000713216,713.2162015,256401.9852
20.078125,304057.75,264627.53,674.6933,496.75,260.2361751,127588.6507,36.91109304,0.000781831,781.8313287,257183.8166
21.5390625,305159.4063,265388.06,760.53516,1101.6563,260.2361751,127588.6507,36.91109304,0.000783765,783.7648844,257967.5814
23.2265625,305784.875,266343,954.94836,625.4687,260.2361751,127588.6507,36.91109304,0.000826855,826.8548509,258794.4363
25.234375,307438.5781,267638.97,1295.9753,1653.7031,260.2361751,127588.6507,36.91109304,0.000923367,923.3667667,259717.8031
28.03125,308418.0625,269171.25,1532.2716,979.4844,260.2361751,127588.6507,36.91109304,0.001081859,1081.859273,260799.6623
31.1796875,309356.3125,270483.06,1311.8124,938.25,260.2361751,127588.6507,36.91109304,0.001232099,1232.098747,262031.7611
33.2890625,311253.8125,271634.25,1151.1837,1897.5,260.2361751,127588.6507,36.91109304,0.000886276,886.2759887,262918.0371
35.6015625,311395.375,272199.25,565.00555,141.5625,260.2361751,127588.6507,36.91109304,0.000687376,687.3762063,263605.4133
35.1484375,312362.8594,272785.34,586.1001,967.4844,260.2361751,127588.6507,36.91109304,0.000832274,832.2735223,264437.6868
35.84375,313087.2656,273669.53,884.196,724.4062,260.2361751,127588.6507,36.91109304,0.000869097,869.0970636,265306.7839
37.0703125,314694.0938,274874.12,1204.589,1606.8282,260.2361751,127588.6507,36.91109304,0.000928174,928.173698,266234.9576
38.84375,315725.625,276364.4,1490.2931,1031.5312,260.2361751,127588.6507,36.91109304,0.000997393,997.3931643,267232.3507
41.21875,316670.625,277782.88,1418.4646,945,260.2361751,127588.6507,36.91109304,0.001154098,1154.098206,268386.4489
43.1484375,318638.4219,279164.94,1382.063,1967.7969,260.2361751,127588.6507,36.91109304,0.001377971,1377.971451,269764.4204
44.984375,319683.8281,280530.66,1365.7251,1045.4062,260.2361751,127588.6507,36.91109304,0.001537681,1537.681266,271302.1016
46.6953125,321666.3125,281804.78,1274.1149,1982.4844,260.2361751,127588.6507,36.91109304,0.001540953,1540.953281,272843.0549
48.125,322548.2188,282957.47,1152.6969,881.9063,260.2361751,127588.6507,36.91109304,0.001086979,1086.979013,273930.0339
49.2109375,323477.5,284043.75,1086.2969,929.2812,260.2361751,127588.6507,36.91109304,0.000888121,888.1213874,274818.1553
50.1796875,325100.7344,284976.94,933.1921,1623.2344,260.2361751,127588.6507,36.91109304,0.000820209,820.2089403,275638.3643
50.796875,325779.8281,285710,733.075,679.0937,260.2361751,127588.6507,36.91109304,0.00078289,782.8900351,276421.2543
51,326738.8594,286266.2,556.17773,959.0313,260.2361751,127588.6507,36.91109304,0.000770683,770.6831955,277191.9375
50.625,327176.9531,286770.4,504.2188,438.0937,260.2361751,127588.6507,36.91109304,0.000777231,777.2311552,277969.1687
50.109375,328121.3594,287308.34,537.9353,944.4063,260.2361751,127588.6507,36.91109304,0.000775165,775.1652736,278744.3339
49.609375,328769.4688,288025.2,716.8302,648.1094,260.2361751,127588.6507,36.91109304,0.000778305,778.3051228,279522.6391
49.875,330004.3125,288777.06,751.8597,1234.8437,260.2361751,127588.6507,36.91109304,0.000787795,787.7949574,280310.434
50.125,330545.0156,289432.7,655.6311,540.7031,260.2361751,127588.6507,36.91109304,0.000788478,788.4784566,281098.9125
50.03125,331655.2031,290069.38,636.701,1110.1875,260.2361751,127588.6507,36.91109304,0.000785806,785.8056783,281884.7181
49.9375,332160.8594,290687.72,618.35284,505.6563,260.2361751,127588.6507,36.91109304,0.000730844,730.8438968,282615.562
49.8671875,333115.6094,291168.2,480.4533,954.75,260.2361751,127588.6507,36.91109304,0.000556776,556.7761211,283172.3382
49.4609375,333316.9219,291488.16,319.9734,201.3125,260.2361751,127588.6507,36.91109304,0.000415621,415.6209396,283587.9591
47.5703125,333316.9219,291769,280.83954,0,260.2361751,127588.6507,36.91109304,0.000407949,407.9490281,283995.9081
45.546875,333316.9219,292038.7,269.6874,0,260.2361751,127588.6507,36.91109304,0.000372781,372.780826,284368.689
43.4921875,333316.9219,292302.16,263.47098,0,260.2361751,127588.6507,36.91109304,0.00031273,312.7303925,284681.4193
41.1953125,333316.9219,292564.78,262.6286,0,260.2361751,127588.6507,36.91109304,0.000242485,242.4853989,284923.9047
39.1875,333316.9219,292832.94,268.1482,0,260.2361751,127588.6507,36.91109304,0.000168979,168.9787814,285092.8835
37.0390625,333558.4063,293131.1,298.16583,241.4844,260.2361751,127588.6507,36.91109304,0.000124355,124.3549037,285217.2384
35.71875,333985.9375,293518.03,386.942,427.5312,260.2361751,127588.6507,36.91109304,0.000103658,103.6584726,285320.8969
35.421875,334749.9844,293937.53,419.4996,764.0469,260.2361751,127588.6507,36.91109304,9.43E-05,94.25921768,285415.1561
35.171875,335070.625,294358.53,421.0118,320.6406,260.2361751,127588.6507,36.91109304,0.000129254,129.2541414,285544.4103
34.96875,335819.7656,294793.16,434.62186,749.1406,260.2361751,127588.6507,36.91109304,0.000258548,258.5479694,285802.9582
34.875,336207.5,295244.1,450.93716,387.7344,260.2361751,127588.6507,36.91109304,0.000370677,370.6769273,286173.6352
34.8984375,337001.0781,295693.78,449.67264,793.5781,260.2361751,127588.6507,36.91109304,0.000430394,430.3940056,286604.0292
34.9375,337361.7344,296121.9,428.1334,360.6563,260.2361751,127588.6507,36.91109304,0.000413338,413.3375783,287017.3667
34.828125,338094.0625,296542.5,420.59384,732.3281,260.2361751,127588.6507,36.91109304,0.00039174,391.7402614,287409.107
34.625,338466.7656,297001.78,459.26678,372.7031,260.2361751,127588.6507,36.91109304,0.000454158,454.1577866,287863.2648
34.75,339317.5156,297482.88,481.09543,850.75,260.2361751,127588.6507,36.91109304,0.000519042,519.0420473,288382.3068
34.875,339760.3438,297984.84,501.97363,442.8282,260.2361751,127588.6507,36.91109304,0.000548174,548.1737041,288930.4805
35.0625,340210.2969,298506.8,521.97546,449.9531,260.2361751,127588.6507,36.91109304,0.000549314,549.313893,289479.7944
35.375,341158.5313,298970.62,463.8157,948.2344,260.2361751,127588.6507,36.91109304,0.000470547,470.5467227,289950.3412
35.5,341499.5,299309.94,339.32666,340.9687,260.2361751,127588.6507,36.91109304,0.000379607,379.6066502,290329.9478
34.796875,342027.1094,299573,263.05847,527.6094,260.2361751,127588.6507,36.91109304,0.00036082,360.8196916,290690.7675
32.125,342352.7344,299853.16,280.16046,325.625,260.2361751,127588.6507,36.91109304,0.000333703,333.7031661,291024.4707
30.03125,342537.5781,300129.25,276.09534,184.8437,260.2361751,127588.6507,36.91109304,0.000361338,361.33792,291385.8086
27.4375,342537.5781,300391.75,262.4951,0,260.2361751,127588.6507,36.91109304,0.000350567,350.567241,291736.3758
24.5625,342537.5781,300642.88,251.1115,0,260.2361751,127588.6507,36.91109304,0.000280206,280.2060393,292016.5819
21.6328125,342537.5781,300885.75,242.88904,0,260.2361751,127588.6507,36.91109304,0.000212323,212.3227449,292228.9046
18.3515625,342695.6406,301120.75,234.99315,158.0625,260.2361751,127588.6507,36.91109304,0.00015542,155.4204283,292384.325
16.0390625,343217.625,301354.5,233.74922,521.9844,260.2361751,127588.6507,36.91109304,0.000112915,112.9154881,292497.2405
12.65625,343510.4844,301581.25,226.7615,292.8594,260.2361751,127588.6507,36.91109304,0.000100884,100.8839646,292598.1245
9.0859375,343942.0938,301806.53,225.29062,431.6094,260.2361751,127588.6507,36.91109304,0.00011996,119.9595817,292718.0841
5.34375,344139.2188,302028.34,221.82515,197.125,260.2361751,127588.6507,36.91109304,0.00015336,153.3597922,292871.4439
1.6953125,344552.2031,302255.28,226.927,412.9843,260.2361751,127588.6507,36.91109304,0.000152342,152.3417191,293023.7856
0.125,344736.7969,302505.16,249.87396,184.5938,260.2361751,127588.6507,36.91109304,0.000154515,154.5151672,293178.3008
0,345095.4219,302759.3,254.15744,358.625,260.2361751,127588.6507,36.91109304,0.000177792,177.7924712,293356.0932
0,345292.7188,303008.3,248.9886,197.2969,260.2361751,127588.6507,36.91109304,0.000186632,186.6319859,293542.7252
0,345483.8125,303253.7,245.3672,191.0937,260.2361751,127588.6507,36.91109304,0.000187393,187.3928604,293730.1181
0,345851.6094,303496.75,243.0632,367.7969,260.2361751,127588.6507,36.91109304,0.000196878,196.8777667,293926.9958
0,346043.4531,303738.1,241.35567,191.8437,260.2361751,127588.6507,36.91109304,0.000204481,204.481402,294131.4772
0,346434.375,303978,239.91974,390.9219,260.2361751,127588.6507,36.91109304,0.000209166,209.1663774,294340.6436
0,346619.0156,304216.7,238.68652,184.6406,260.2361751,127588.6507,36.91109304,0.000208743,208.7432931,294549.3869
0,347012.0469,304454.4,237.70609,393.0313,260.2361751,127588.6507,36.91109304,0.000207101,207.1012843,294756.4882
0,347201.6563,304691.5,237.10464,189.6094,260.2361751,127588.6507,36.91109304,0.000212889,212.8892462,294969.3774
0,347621.2031,304928.6,237.08203,419.5468,260.2361751,127588.6507,36.91109304,0.000207816,207.8163865,295177.1938
0,347830.9688,305166.5,237.91025,209.7657,260.2361751,127588.6507,36.91109304,0.000213661,213.661426,295390.8553
0,348289.3594,305406.44,239.93634,458.3906,260.2361751,127588.6507,36.91109304,0.00021441,214.4095086,295605.2648
0,348541.8438,305650.28,243.83025,252.4844,260.2361751,127588.6507,36.91109304,0.000211294,211.2936146,295816.5584
0,348977.7031,305901.7,251.39873,435.8593,260.2361751,127588.6507,36.91109304,0.000218336,218.3360516,296034.8944
0,349197.125,306169.94,268.24054,219.4219,260.2361751,127588.6507,36.91109304,0.000215858,215.8583593,296250.7528
0,349637.2188,306481,311.0623,440.0938,260.2361751,127588.6507,36.91109304,0.000217709,217.7086733,296468.4615
0,349945.6563,306925.6,444.5807,308.4375,260.2361751,127588.6507,36.91109304,0.000329948,329.9475178,296798.409
1.25,350786.9531,307671.25,745.65607,841.2968,260.2361751,127588.6507,36.91109304,0.000446401,446.401236,297244.8102
4.84375,351491.0938,308613.53,942.2786,704.1407,260.2361751,127588.6507,36.91109304,0.000614444,614.4437386,297859.254
9.1640625,352523.2656,309488.62,875.0862,1032.1718,260.2361751,127588.6507,36.91109304,0.000741815,741.8153037,298601.0693
12.3359375,353053.8281,310405.38,916.75507,530.5625,260.2361751,127588.6507,36.91109304,0.000584804,584.8043125,299185.8736
14.75,353525.1719,310956.4,551.01965,471.3438,260.2361751,127588.6507,36.91109304,0.000550188,550.1881383,299736.0617
15.5,354359.1563,311413.97,457.57608,833.9844,260.2361751,127588.6507,36.91109304,0.00055889,558.8902506,300294.952
16,354767.4688,311829.06,415.08527,408.3125,260.2361751,127588.6507,36.91109304,0.000576255,576.2549914,300871.207
16,355474.5469,312222.16,393.09717,707.0781,260.2361751,127588.6507,36.91109304,0.00051518,515.1800086,301386.387
15.75,355826.7813,312612.62,390.47794,352.2344,260.2361751,127588.6507,36.91109304,0.000467767,467.7673738,301854.1543
15.453125,356545.75,313009.06,396.4296,718.9687,260.2361751,127588.6507,36.91109304,0.000442843,442.8426174,302296.997
15.25,356906.1406,313391.4,382.34265,360.3906,260.2361751,127588.6507,36.91109304,0.000436691,436.6912845,302733.6882
15.125,357243.875,313700.47,309.05676,337.7344,260.2361751,127588.6507,36.91109304,0.000393725,393.7252843,303127.4135
13.78125,357382.8281,313965.22,264.751,138.9531,260.2361751,127588.6507,36.91109304,0.000341943,341.9433542,303469.3569
10.1484375,357631.1875,314223.8,258.58395,248.3594,260.2361751,127588.6507,36.91109304,0.000317901,317.9007645,303787.2576
8.703125,358128.4844,314479.75,255.9509,497.2969,260.2361751,127588.6507,36.91109304,0.000292229,292.2291416,304079.4868
7.0390625,358382.8594,314721.4,241.64285,254.375,260.2361751,127588.6507,36.91109304,0.000291503,291.5031251,304370.9899
4.0234375,358817.6719,314956.53,235.12766,434.8125,260.2361751,127588.6507,36.91109304,0.000257143,257.1434314,304628.1333
0.375,358997.125,315214.25,257.71704,179.4531,260.2361751,127588.6507,36.91109304,0.000213856,213.8561613,304841.9895
0,359197.9844,315498.47,284.20383,200.8594,260.2361751,127588.6507,36.91109304,0.000218177,218.1766454,305060.1661
0,359569.1406,315776.66,278.18732,371.1562,260.2361751,127588.6507,36.91109304,0.000223733,223.7325268,305283.8987
0,359746.1719,316048.56,271.89243,177.0313,260.2361751,127588.6507,36.91109304,0.000216088,216.0877377,305499.9864
0,360122.1719,316316.53,267.98047,376,260.2361751,127588.6507,36.91109304,0.000224235,224.2348723,305724.2213
0,360304.6719,316581.7,265.15613,182.5,260.2361751,127588.6507,36.91109304,0.000220412,220.4124611,305944.6337
0,360667.5781,316844.56,262.86624,362.9062,260.2361751,127588.6507,36.91109304,0.000221276,221.2755563,306165.9093
0,360856.7031,317105.47,260.9141,189.125,260.2361751,127588.6507,36.91109304,0.000220028,220.0276628,306385.937
0,361225.5156,317364.66,259.19547,368.8125,260.2361751,127588.6507,36.91109304,0.000220037,220.0374148,306605.9744
0,361413.9844,317622.44,257.78308,188.4688,260.2361751,127588.6507,36.91109304,0.000221585,221.5852049,306827.5596
0,361783.1563,317879.16,256.71637,369.1719,260.2361751,127588.6507,36.91109304,0.000220902,220.9020453,307048.4616
0,361963.3281,318135.22,256.04803,180.1718,260.2361751,127588.6507,36.91109304,0.000218353,218.352745,307266.8144
0,362327.8281,318391.03,255.81375,364.5,260.2361751,127588.6507,36.91109304,0.000219077,219.0770919,307485.8915
0,362520.2656,318647.28,256.2373,192.4375,260.2361751,127588.6507,36.91109304,0.0002182,218.1995445,307704.091
0,362707.75,318904.78,257.50983,187.4844,260.2361751,127588.6507,36.91109304,0.000218989,218.9892957,307923.0803
0,363102.8438,319164.56,259.77823,395.0938,260.2361751,127588.6507,36.91109304,0.000217178,217.1782773,308140.2586
0,363306.1094,319427.88,263.30566,203.2656,260.2361751,127588.6507,36.91109304,0.000213377,213.3766551,308353.6352
0,363786.9688,319696.38,268.4947,480.8594,260.2361751,127588.6507,36.91109304,0.000212622,212.6220744,308566.2573
0,364019.3906,319973.3,276.93127,232.4218,260.2361751,127588.6507,36.91109304,0.000214336,214.335598,308780.5929
0,364484.7969,320267.25,293.94675,465.4063,260.2361751,127588.6507,36.91109304,0.000222561,222.5611148,309003.154
0,364808.125,320602.3,335.05606,323.3281,260.2361751,127588.6507,36.91109304,0.000276197,276.1970784,309279.3511
0,365527.9531,321085.44,483.1273,719.8281,260.2361751,127588.6507,36.91109304,0.000376046,376.0462872,309655.3974
3.0546875,365833.3906,321678.25,592.8089,305.4375,260.2361751,127588.6507,36.91109304,0.000489454,489.4540068,310144.8514
6.4296875,366876.3906,322452.12,773.89044,1043,260.2361751,127588.6507,36.91109304,0.000685876,685.8764936,310830.7279
10.8203125,367299.7813,323122.44,670.324,423.3907,260.2361751,127588.6507,36.91109304,0.000807989,807.9892287,311638.7171
12.9765625,368387.8906,323814.94,692.5109,1088.1093,260.2361751,127588.6507,36.91109304,0.000611777,611.7767514,312250.4939
15.7265625,368788.0781,324305.56,490.6166,400.1875,260.2361751,127588.6507,36.91109304,0.000448548,448.5484702,312699.0423
15.796875,369595.1563,324905.47,599.90967,807.0782,260.2361751,127588.6507,36.91109304,0.000488349,488.3490782,313187.3914
17.4296875,370122.5938,325629.34,723.8627,527.4375,260.2361751,127588.6507,36.91109304,0.000692654,692.6537183,313880.0451
19.59375,371166.0625,326516.8,887.48096,1043.4687,260.2361751,127588.6507,36.91109304,0.000900959,900.9589627,314781.0041
21.8515625,371859.9219,327698.16,1181.3538,693.8594,260.2361751,127588.6507,36.91109304,0.0011129,1112.90023,315893.9043
24.515625,372698.2031,329407.28,1709.1389,838.2812,260.2361751,127588.6507,36.91109304,0.001264154,1264.15393,317158.0583
28.6171875,374615.5,330921.72,1514.431,1917.2969,260.2361751,127588.6507,36.91109304,0.001055998,1055.99794,318214.0562
31.71875,375154.9375,331652.22,730.51495,539.4375,260.2361751,127588.6507,36.91109304,0.000764426,764.426245,318978.4824
32.25,376038.0938,332187.06,534.83954,883.1563,260.2361751,127588.6507,36.91109304,0.000685481,685.481432,319663.9639
32.1484375,376490.1094,332718.75,531.68726,452.0156,260.2361751,127588.6507,36.91109304,0.000662189,662.1888978,320326.1528
32.09375,376933.4531,333261.38,542.6203,443.3437,260.2361751,127588.6507,36.91109304,0.000665141,665.1410669,320991.2938
32.078125,377766.0313,333793.3,531.94714,832.5782,260.2361751,127588.6507,36.91109304,0.000657423,657.42311,321648.7169
31.9140625,378218.3906,334355.9,562.5816,452.3593,260.2361751,127588.6507,36.91109304,0.000655381,655.3812343,322304.0982
32,379155.9063,334943.2,587.2802,937.5157,260.2361751,127588.6507,36.91109304,0.000630538,630.538077,322934.6363
32.1640625,379650.8594,335542.3,599.13257,494.9531,260.2361751,127588.6507,36.91109304,0.000619628,619.6279495,323554.2642
32.3671875,380608.5,336153.25,610.9378,957.6406,260.2361751,127588.6507,36.91109304,0.000621069,621.0691136,324175.3333
32.625,381086.4688,336765.75,612.5053,477.9688,260.2361751,127588.6507,36.91109304,0.000618514,618.5141853,324793.8475
32.875,382083.9219,337370.5,604.74426,997.4531,260.2361751,127588.6507,36.91109304,0.000614093,614.0934421,325407.941
33.0859375,382544.0469,337961.94,591.4252,460.125,260.2361751,127588.6507,36.91109304,0.000618477,618.4768037,326026.4178
33.2109375,383432.4219,338552.2,590.2412,888.375,260.2361751,127588.6507,36.91109304,0.000597844,597.8436538,326624.2614
33.3671875,383882.2813,339126.8,574.6115,449.8594,260.2361751,127588.6507,36.91109304,0.000568495,568.4950286,327192.7564
33.421875,384796.8438,339690.34,563.54364,914.5625,260.2361751,127588.6507,36.91109304,0.000562733,562.7334432,327755.4899
33.4375,385264.7188,340251.75,561.4166,467.875,260.2361751,127588.6507,36.91109304,0.00054849,548.4897772,328303.9797
33.4453125,385728.2969,340817.9,566.156,463.5781,260.2361751,127588.6507,36.91109304,0.000545579,545.5788719,328849.5585
33.5,386648.8906,341380.53,562.612,920.5937,260.2361751,127588.6507,36.91109304,0.000540258,540.2582803,329389.8168
33.5,387099.4688,341955.7,575.14185,450.5782,260.2361751,127588.6507,36.91109304,0.000580465,580.4645924,329970.2814
33.625,388008.9219,342519.44,563.75903,909.4531,260.2361751,127588.6507,36.91109304,0.000615668,615.6684441,330585.9498
33.625,388447.125,343076.1,556.66095,438.2031,260.2361751,127588.6507,36.91109304,0.00061372,613.7195779,331199.6694
33.53125,389286.5156,343642,565.9111,839.3906,260.2361751,127588.6507,36.91109304,0.00060314,603.1398389,331802.8093
33.5,389712.0625,344157.7,515.6772,425.5469,260.2361751,127588.6507,36.91109304,0.000584584,584.5837188,332387.393
33.375,390293.2344,344522.84,365.1411,581.1719,260.2361751,127588.6507,36.91109304,0.000530536,530.535959,332917.9289
31.7578125,390293.2344,344824.25,301.39255,0,260.2361751,127588.6507,36.91109304,0.000470564,470.5640039,333388.4929
29,390293.2344,345096.8,272.57178,0,260.2361751,127588.6507,36.91109304,0.000363801,363.8012897,333752.2942
25.7734375,390293.2344,345352.38,255.55055,0,260.2361751,127588.6507,36.91109304,0.000343708,343.7076337,334096.0019
22.3046875,390293.2344,345598.66,246.27592,0,260.2361751,127588.6507,36.91109304,0.000329488,329.4880487,334425.4899
19.421875,390316.0938,345844.22,245.54887,22.8594,260.2361751,127588.6507,36.91109304,0.00029393,293.9300023,334719.4199
16.890625,390833.1875,346092.25,248.02672,517.0937,260.2361751,127588.6507,36.91109304,0.000239081,239.0812854,334958.5012
15.0859375,391087.9063,346334.6,242.33408,254.7188,260.2361751,127588.6507,36.91109304,0.000166163,166.1632051,335124.6644
12.8359375,391613.0469,346571.28,236.69257,525.1406,260.2361751,127588.6507,36.91109304,0.000131596,131.5960508,335256.2605
8.78125,391841.7813,346804.03,232.74623,228.7344,260.2361751,127588.6507,36.91109304,0.000136897,136.8974822,335393.1579
4.09375,392047.3281,347029.78,225.73907,205.5468,260.2361751,127588.6507,36.91109304,0.000167591,167.5906448,335560.7486
0.375,392439.625,347281,251.20918,392.2969,260.2361751,127588.6507,36.91109304,0.000181881,181.8810838,335742.6297
0,392622.7813,347557.75,276.74402,183.1563,260.2361751,127588.6507,36.91109304,0.000166869,166.8693474,335909.499
0,393001.8594,347827.9,270.14526,379.0781,260.2361751,127588.6507,36.91109304,0.000167667,167.6674221,336077.1664
0,393196.8906,348092.06,264.16446,195.0312,260.2361751,127588.6507,36.91109304,0.000183993,183.9929159,336261.1594
0,393558.6094,348352.78,260.71048,361.7188,260.2361751,127588.6507,36.91109304,0.000197704,197.7037689,336458.8631
0,393739.6563,348611.16,258.37454,181.0469,260.2361751,127588.6507,36.91109304,0.000200878,200.8784614,336659.7416
